"model","simID","L","v","Psi","s_phi","s_spar","s_disp","ticks","seed","file"
"XE","23563","333","1e-04","0.75","-1","10","1","1e+07","3","23563.m"
"XE","31111","333","1e-04","0","0.707106781186548","0.1","10","1e+07","1","31111.m"
"XE","31112","333","1e-04","0","0.707106781186548","0.1","10","1e+07","2","31112.m"
"XE","31113","333","1e-04","0","0.707106781186548","0.1","10","1e+07","3","31113.m"
"XE","31121","333","1e-04","0","70.7106781186548","0.1","10","1e+07","1","31121.m"
"XE","31122","333","1e-04","0","70.7106781186548","0.1","10","1e+07","2","31122.m"
"XE","31123","333","1e-04","0","70.7106781186548","0.1","10","1e+07","3","31123.m"
"XE","31131","333","1e-04","0","7071.06781186548","0.1","10","1e+07","1","31131.m"
"XE","31132","333","1e-04","0","7071.06781186548","0.1","10","1e+07","2","31132.m"
"XE","31133","333","1e-04","0","7071.06781186548","0.1","10","1e+07","3","31133.m"
"XE","31141","333","1e-04","0","707106.781186548","0.1","10","1e+07","1","31141.m"
"XE","31142","333","1e-04","0","707106.781186548","0.1","10","1e+07","2","31142.m"
"XE","31143","333","1e-04","0","707106.781186548","0.1","10","1e+07","3","31143.m"
"XE","31151","333","1e-04","0","70710678.1186548","0.1","10","1e+07","1","31151.m"
"XE","31152","333","1e-04","0","70710678.1186548","0.1","10","1e+07","2","31152.m"
"XE","31153","333","1e-04","0","70710678.1186548","0.1","10","1e+07","3","31153.m"
"XE","31161","333","1e-04","0","-1","0.1","10","1e+07","1","31161.m"
"XE","31162","333","1e-04","0","-1","0.1","10","1e+07","2","31162.m"
"XE","31163","333","1e-04","0","-1","0.1","10","1e+07","3","31163.m"
"XE","31211","333","1e-04","0.5","0.707106781186548","0.1","10","1e+07","1","31211.m"
"XE","31212","333","1e-04","0.5","0.707106781186548","0.1","10","1e+07","2","31212.m"
"XE","31213","333","1e-04","0.5","0.707106781186548","0.1","10","1e+07","3","31213.m"
"XE","31221","333","1e-04","0.5","70.7106781186548","0.1","10","1e+07","1","31221.m"
"XE","31222","333","1e-04","0.5","70.7106781186548","0.1","10","1e+07","2","31222.m"
"XE","31223","333","1e-04","0.5","70.7106781186548","0.1","10","1e+07","3","31223.m"
"XE","31231","333","1e-04","0.5","7071.06781186548","0.1","10","1e+07","1","31231.m"
"XE","31232","333","1e-04","0.5","7071.06781186548","0.1","10","1e+07","2","31232.m"
"XE","31233","333","1e-04","0.5","7071.06781186548","0.1","10","1e+07","3","31233.m"
"XE","31241","333","1e-04","0.5","707106.781186548","0.1","10","1e+07","1","31241.m"
"XE","31242","333","1e-04","0.5","707106.781186548","0.1","10","1e+07","2","31242.m"
"XE","31243","333","1e-04","0.5","707106.781186548","0.1","10","1e+07","3","31243.m"
"XE","31251","333","1e-04","0.5","70710678.1186548","0.1","10","1e+07","1","31251.m"
"XE","31252","333","1e-04","0.5","70710678.1186548","0.1","10","1e+07","2","31252.m"
"XE","31253","333","1e-04","0.5","70710678.1186548","0.1","10","1e+07","3","31253.m"
"XE","31261","333","1e-04","0.5","-1","0.1","10","1e+07","1","31261.m"
"XE","31262","333","1e-04","0.5","-1","0.1","10","1e+07","2","31262.m"
"XE","31263","333","1e-04","0.5","-1","0.1","10","1e+07","3","31263.m"
"XE","31311","333","1e-04","1","0.707106781186548","0.1","10","1e+07","1","31311.m"
"XE","31312","333","1e-04","1","0.707106781186548","0.1","10","1e+07","2","31312.m"
"XE","31313","333","1e-04","1","0.707106781186548","0.1","10","1e+07","3","31313.m"
"XE","31321","333","1e-04","1","70.7106781186548","0.1","10","1e+07","1","31321.m"
"XE","31322","333","1e-04","1","70.7106781186548","0.1","10","1e+07","2","31322.m"
"XE","31323","333","1e-04","1","70.7106781186548","0.1","10","1e+07","3","31323.m"
"XE","31331","333","1e-04","1","7071.06781186548","0.1","10","1e+07","1","31331.m"
"XE","31332","333","1e-04","1","7071.06781186548","0.1","10","1e+07","2","31332.m"
"XE","31333","333","1e-04","1","7071.06781186548","0.1","10","1e+07","3","31333.m"
"XE","31341","333","1e-04","1","707106.781186548","0.1","10","1e+07","1","31341.m"
"XE","31342","333","1e-04","1","707106.781186548","0.1","10","1e+07","2","31342.m"
"XE","31343","333","1e-04","1","707106.781186548","0.1","10","1e+07","3","31343.m"
"XE","31351","333","1e-04","1","70710678.1186548","0.1","10","1e+07","1","31351.m"
"XE","31352","333","1e-04","1","70710678.1186548","0.1","10","1e+07","2","31352.m"
"XE","31353","333","1e-04","1","70710678.1186548","0.1","10","1e+07","3","31353.m"
"XE","31361","333","1e-04","1","-1","0.1","10","1e+07","1","31361.m"
"XE","31362","333","1e-04","1","-1","0.1","10","1e+07","2","31362.m"
"XE","31363","333","1e-04","1","-1","0.1","10","1e+07","3","31363.m"
"XE","31411","333","1e-04","0.25","0.707106781186548","0.1","10","1e+07","1","31411.m"
"XE","31412","333","1e-04","0.25","0.707106781186548","0.1","10","1e+07","2","31412.m"
"XE","31413","333","1e-04","0.25","0.707106781186548","0.1","10","1e+07","3","31413.m"
"XE","31421","333","1e-04","0.25","70.7106781186548","0.1","10","1e+07","1","31421.m"
"XE","31422","333","1e-04","0.25","70.7106781186548","0.1","10","1e+07","2","31422.m"
"XE","31423","333","1e-04","0.25","70.7106781186548","0.1","10","1e+07","3","31423.m"
"XE","31431","333","1e-04","0.25","7071.06781186548","0.1","10","1e+07","1","31431.m"
"XE","31432","333","1e-04","0.25","7071.06781186548","0.1","10","1e+07","2","31432.m"
"XE","31433","333","1e-04","0.25","7071.06781186548","0.1","10","1e+07","3","31433.m"
"XE","31441","333","1e-04","0.25","707106.781186548","0.1","10","1e+07","1","31441.m"
"XE","31442","333","1e-04","0.25","707106.781186548","0.1","10","1e+07","2","31442.m"
"XE","31443","333","1e-04","0.25","707106.781186548","0.1","10","1e+07","3","31443.m"
"XE","31451","333","1e-04","0.25","70710678.1186548","0.1","10","1e+07","1","31451.m"
"XE","31452","333","1e-04","0.25","70710678.1186548","0.1","10","1e+07","2","31452.m"
"XE","31453","333","1e-04","0.25","70710678.1186548","0.1","10","1e+07","3","31453.m"
"XE","31461","333","1e-04","0.25","-1","0.1","10","1e+07","1","31461.m"
"XE","31462","333","1e-04","0.25","-1","0.1","10","1e+07","2","31462.m"
"XE","31463","333","1e-04","0.25","-1","0.1","10","1e+07","3","31463.m"
"XE","31511","333","1e-04","0.75","0.707106781186548","0.1","10","1e+07","1","31511.m"
"XE","31512","333","1e-04","0.75","0.707106781186548","0.1","10","1e+07","2","31512.m"
"XE","31513","333","1e-04","0.75","0.707106781186548","0.1","10","1e+07","3","31513.m"
"XE","31521","333","1e-04","0.75","70.7106781186548","0.1","10","1e+07","1","31521.m"
"XE","31522","333","1e-04","0.75","70.7106781186548","0.1","10","1e+07","2","31522.m"
"XE","31523","333","1e-04","0.75","70.7106781186548","0.1","10","1e+07","3","31523.m"
"XE","31531","333","1e-04","0.75","7071.06781186548","0.1","10","1e+07","1","31531.m"
"XE","31532","333","1e-04","0.75","7071.06781186548","0.1","10","1e+07","2","31532.m"
"XE","31533","333","1e-04","0.75","7071.06781186548","0.1","10","1e+07","3","31533.m"
"XE","31541","333","1e-04","0.75","707106.781186548","0.1","10","1e+07","1","31541.m"
"XE","31542","333","1e-04","0.75","707106.781186548","0.1","10","1e+07","2","31542.m"
"XE","31543","333","1e-04","0.75","707106.781186548","0.1","10","1e+07","3","31543.m"
"XE","31551","333","1e-04","0.75","70710678.1186548","0.1","10","1e+07","1","31551.m"
"XE","31552","333","1e-04","0.75","70710678.1186548","0.1","10","1e+07","2","31552.m"
"XE","31553","333","1e-04","0.75","70710678.1186548","0.1","10","1e+07","3","31553.m"
"XE","31561","333","1e-04","0.75","-1","0.1","10","1e+07","1","31561.m"
"XE","31562","333","1e-04","0.75","-1","0.1","10","1e+07","2","31562.m"
"XE","31563","333","1e-04","0.75","-1","0.1","10","1e+07","3","31563.m"
"XE","32111","333","1e-04","0","0.707106781186548","1","10","1e+07","1","32111.m"
"XE","32112","333","1e-04","0","0.707106781186548","1","10","1e+07","2","32112.m"
"XE","32113","333","1e-04","0","0.707106781186548","1","10","1e+07","3","32113.m"
"XE","32121","333","1e-04","0","70.7106781186548","1","10","1e+07","1","32121.m"
"XE","32122","333","1e-04","0","70.7106781186548","1","10","1e+07","2","32122.m"
"XE","32123","333","1e-04","0","70.7106781186548","1","10","1e+07","3","32123.m"
"XE","32131","333","1e-04","0","7071.06781186548","1","10","1e+07","1","32131.m"
"XE","32132","333","1e-04","0","7071.06781186548","1","10","1e+07","2","32132.m"
"XE","32133","333","1e-04","0","7071.06781186548","1","10","1e+07","3","32133.m"
"XE","32141","333","1e-04","0","707106.781186548","1","10","1e+07","1","32141.m"
"XE","32142","333","1e-04","0","707106.781186548","1","10","1e+07","2","32142.m"
"XE","32143","333","1e-04","0","707106.781186548","1","10","1e+07","3","32143.m"
"XE","32151","333","1e-04","0","70710678.1186548","1","10","1e+07","1","32151.m"
"XE","32152","333","1e-04","0","70710678.1186548","1","10","1e+07","2","32152.m"
"XE","32153","333","1e-04","0","70710678.1186548","1","10","1e+07","3","32153.m"
"XE","32161","333","1e-04","0","-1","1","10","1e+07","1","32161.m"
"XE","32162","333","1e-04","0","-1","1","10","1e+07","2","32162.m"
"XE","32163","333","1e-04","0","-1","1","10","1e+07","3","32163.m"
"XE","32211","333","1e-04","0.5","0.707106781186548","1","10","1e+07","1","32211.m"
"XE","32212","333","1e-04","0.5","0.707106781186548","1","10","1e+07","2","32212.m"
"XE","32213","333","1e-04","0.5","0.707106781186548","1","10","1e+07","3","32213.m"
"XE","32221","333","1e-04","0.5","70.7106781186548","1","10","1e+07","1","32221.m"
"XE","32222","333","1e-04","0.5","70.7106781186548","1","10","1e+07","2","32222.m"
"XE","32223","333","1e-04","0.5","70.7106781186548","1","10","1e+07","3","32223.m"
"XE","32231","333","1e-04","0.5","7071.06781186548","1","10","1e+07","1","32231.m"
"XE","32232","333","1e-04","0.5","7071.06781186548","1","10","1e+07","2","32232.m"
"XE","32233","333","1e-04","0.5","7071.06781186548","1","10","1e+07","3","32233.m"
"XE","32241","333","1e-04","0.5","707106.781186548","1","10","1e+07","1","32241.m"
"XE","32242","333","1e-04","0.5","707106.781186548","1","10","1e+07","2","32242.m"
"XE","32243","333","1e-04","0.5","707106.781186548","1","10","1e+07","3","32243.m"
"XE","32251","333","1e-04","0.5","70710678.1186548","1","10","1e+07","1","32251.m"
"XE","32252","333","1e-04","0.5","70710678.1186548","1","10","1e+07","2","32252.m"
"XE","32253","333","1e-04","0.5","70710678.1186548","1","10","1e+07","3","32253.m"
"XE","32261","333","1e-04","0.5","-1","1","10","1e+07","1","32261.m"
"XE","32262","333","1e-04","0.5","-1","1","10","1e+07","2","32262.m"
"XE","32263","333","1e-04","0.5","-1","1","10","1e+07","3","32263.m"
"XE","32311","333","1e-04","1","0.707106781186548","1","10","1e+07","1","32311.m"
"XE","32312","333","1e-04","1","0.707106781186548","1","10","1e+07","2","32312.m"
"XE","32313","333","1e-04","1","0.707106781186548","1","10","1e+07","3","32313.m"
"XE","32321","333","1e-04","1","70.7106781186548","1","10","1e+07","1","32321.m"
"XE","32322","333","1e-04","1","70.7106781186548","1","10","1e+07","2","32322.m"
"XE","32323","333","1e-04","1","70.7106781186548","1","10","1e+07","3","32323.m"
"XE","32331","333","1e-04","1","7071.06781186548","1","10","1e+07","1","32331.m"
"XE","32332","333","1e-04","1","7071.06781186548","1","10","1e+07","2","32332.m"
"XE","32333","333","1e-04","1","7071.06781186548","1","10","1e+07","3","32333.m"
"XE","32341","333","1e-04","1","707106.781186548","1","10","1e+07","1","32341.m"
"XE","32342","333","1e-04","1","707106.781186548","1","10","1e+07","2","32342.m"
"XE","32343","333","1e-04","1","707106.781186548","1","10","1e+07","3","32343.m"
"XE","32351","333","1e-04","1","70710678.1186548","1","10","1e+07","1","32351.m"
"XE","32352","333","1e-04","1","70710678.1186548","1","10","1e+07","2","32352.m"
"XE","32353","333","1e-04","1","70710678.1186548","1","10","1e+07","3","32353.m"
"XE","32361","333","1e-04","1","-1","1","10","1e+07","1","32361.m"
"XE","32362","333","1e-04","1","-1","1","10","1e+07","2","32362.m"
"XE","32363","333","1e-04","1","-1","1","10","1e+07","3","32363.m"
"XE","32411","333","1e-04","0.25","0.707106781186548","1","10","1e+07","1","32411.m"
"XE","32412","333","1e-04","0.25","0.707106781186548","1","10","1e+07","2","32412.m"
"XE","32413","333","1e-04","0.25","0.707106781186548","1","10","1e+07","3","32413.m"
"XE","32421","333","1e-04","0.25","70.7106781186548","1","10","1e+07","1","32421.m"
"XE","32422","333","1e-04","0.25","70.7106781186548","1","10","1e+07","2","32422.m"
"XE","32423","333","1e-04","0.25","70.7106781186548","1","10","1e+07","3","32423.m"
"XE","32431","333","1e-04","0.25","7071.06781186548","1","10","1e+07","1","32431.m"
"XE","32432","333","1e-04","0.25","7071.06781186548","1","10","1e+07","2","32432.m"
"XE","32433","333","1e-04","0.25","7071.06781186548","1","10","1e+07","3","32433.m"
"XE","32441","333","1e-04","0.25","707106.781186548","1","10","1e+07","1","32441.m"
"XE","32442","333","1e-04","0.25","707106.781186548","1","10","1e+07","2","32442.m"
"XE","32443","333","1e-04","0.25","707106.781186548","1","10","1e+07","3","32443.m"
"XE","32451","333","1e-04","0.25","70710678.1186548","1","10","1e+07","1","32451.m"
"XE","32452","333","1e-04","0.25","70710678.1186548","1","10","1e+07","2","32452.m"
"XE","32453","333","1e-04","0.25","70710678.1186548","1","10","1e+07","3","32453.m"
"XE","32461","333","1e-04","0.25","-1","1","10","1e+07","1","32461.m"
"XE","32462","333","1e-04","0.25","-1","1","10","1e+07","2","32462.m"
"XE","32463","333","1e-04","0.25","-1","1","10","1e+07","3","32463.m"
"XE","32511","333","1e-04","0.75","0.707106781186548","1","10","1e+07","1","32511.m"
"XE","32512","333","1e-04","0.75","0.707106781186548","1","10","1e+07","2","32512.m"
"XE","32513","333","1e-04","0.75","0.707106781186548","1","10","1e+07","3","32513.m"
"XE","32521","333","1e-04","0.75","70.7106781186548","1","10","1e+07","1","32521.m"
"XE","32522","333","1e-04","0.75","70.7106781186548","1","10","1e+07","2","32522.m"
"XE","32523","333","1e-04","0.75","70.7106781186548","1","10","1e+07","3","32523.m"
"XE","32531","333","1e-04","0.75","7071.06781186548","1","10","1e+07","1","32531.m"
"XE","32532","333","1e-04","0.75","7071.06781186548","1","10","1e+07","2","32532.m"
"XE","32533","333","1e-04","0.75","7071.06781186548","1","10","1e+07","3","32533.m"
"XE","32541","333","1e-04","0.75","707106.781186548","1","10","1e+07","1","32541.m"
"XE","32542","333","1e-04","0.75","707106.781186548","1","10","1e+07","2","32542.m"
"XE","32543","333","1e-04","0.75","707106.781186548","1","10","1e+07","3","32543.m"
"XE","32551","333","1e-04","0.75","70710678.1186548","1","10","1e+07","1","32551.m"
"XE","32552","333","1e-04","0.75","70710678.1186548","1","10","1e+07","2","32552.m"
"XE","32553","333","1e-04","0.75","70710678.1186548","1","10","1e+07","3","32553.m"
"XE","32561","333","1e-04","0.75","-1","1","10","1e+07","1","32561.m"
"XE","32562","333","1e-04","0.75","-1","1","10","1e+07","2","32562.m"
"XE","32563","333","1e-04","0.75","-1","1","10","1e+07","3","32563.m"
"XE","33111","333","1e-04","0","0.707106781186548","10","10","1e+07","1","33111.m"
"XE","33112","333","1e-04","0","0.707106781186548","10","10","1e+07","2","33112.m"
"XE","33113","333","1e-04","0","0.707106781186548","10","10","1e+07","3","33113.m"
"XE","33121","333","1e-04","0","70.7106781186548","10","10","1e+07","1","33121.m"
"XE","33122","333","1e-04","0","70.7106781186548","10","10","1e+07","2","33122.m"
"XE","33123","333","1e-04","0","70.7106781186548","10","10","1e+07","3","33123.m"
"XE","33131","333","1e-04","0","7071.06781186548","10","10","1e+07","1","33131.m"
"XE","33132","333","1e-04","0","7071.06781186548","10","10","1e+07","2","33132.m"
"XE","33133","333","1e-04","0","7071.06781186548","10","10","1e+07","3","33133.m"
"XE","33141","333","1e-04","0","707106.781186548","10","10","1e+07","1","33141.m"
"XE","33142","333","1e-04","0","707106.781186548","10","10","1e+07","2","33142.m"
"XE","33143","333","1e-04","0","707106.781186548","10","10","1e+07","3","33143.m"
"XE","33151","333","1e-04","0","70710678.1186548","10","10","1e+07","1","33151.m"
"XE","33152","333","1e-04","0","70710678.1186548","10","10","1e+07","2","33152.m"
"XE","33153","333","1e-04","0","70710678.1186548","10","10","1e+07","3","33153.m"
"XE","33161","333","1e-04","0","-1","10","10","1e+07","1","33161.m"
"XE","33162","333","1e-04","0","-1","10","10","1e+07","2","33162.m"
"XE","33163","333","1e-04","0","-1","10","10","1e+07","3","33163.m"
"XE","33211","333","1e-04","0.5","0.707106781186548","10","10","1e+07","1","33211.m"
"XE","33212","333","1e-04","0.5","0.707106781186548","10","10","1e+07","2","33212.m"
"XE","33213","333","1e-04","0.5","0.707106781186548","10","10","1e+07","3","33213.m"
"XE","33221","333","1e-04","0.5","70.7106781186548","10","10","1e+07","1","33221.m"
"XE","33222","333","1e-04","0.5","70.7106781186548","10","10","1e+07","2","33222.m"
"XE","33223","333","1e-04","0.5","70.7106781186548","10","10","1e+07","3","33223.m"
"XE","33231","333","1e-04","0.5","7071.06781186548","10","10","1e+07","1","33231.m"
"XE","33232","333","1e-04","0.5","7071.06781186548","10","10","1e+07","2","33232.m"
"XE","33233","333","1e-04","0.5","7071.06781186548","10","10","1e+07","3","33233.m"
"XE","33241","333","1e-04","0.5","707106.781186548","10","10","1e+07","1","33241.m"
"XE","33242","333","1e-04","0.5","707106.781186548","10","10","1e+07","2","33242.m"
"XE","33243","333","1e-04","0.5","707106.781186548","10","10","1e+07","3","33243.m"
"XE","33251","333","1e-04","0.5","70710678.1186548","10","10","1e+07","1","33251.m"
"XE","33252","333","1e-04","0.5","70710678.1186548","10","10","1e+07","2","33252.m"
"XE","33253","333","1e-04","0.5","70710678.1186548","10","10","1e+07","3","33253.m"
"XE","33261","333","1e-04","0.5","-1","10","10","1e+07","1","33261.m"
"XE","33262","333","1e-04","0.5","-1","10","10","1e+07","2","33262.m"
"XE","33263","333","1e-04","0.5","-1","10","10","1e+07","3","33263.m"
"XE","33311","333","1e-04","1","0.707106781186548","10","10","1e+07","1","33311.m"
"XE","33312","333","1e-04","1","0.707106781186548","10","10","1e+07","2","33312.m"
"XE","33313","333","1e-04","1","0.707106781186548","10","10","1e+07","3","33313.m"
"XE","33321","333","1e-04","1","70.7106781186548","10","10","1e+07","1","33321.m"
"XE","33322","333","1e-04","1","70.7106781186548","10","10","1e+07","2","33322.m"
"XE","33323","333","1e-04","1","70.7106781186548","10","10","1e+07","3","33323.m"
"XE","33331","333","1e-04","1","7071.06781186548","10","10","1e+07","1","33331.m"
"XE","33332","333","1e-04","1","7071.06781186548","10","10","1e+07","2","33332.m"
"XE","33333","333","1e-04","1","7071.06781186548","10","10","1e+07","3","33333.m"
"XE","33341","333","1e-04","1","707106.781186548","10","10","1e+07","1","33341.m"
"XE","33342","333","1e-04","1","707106.781186548","10","10","1e+07","2","33342.m"
"XE","33343","333","1e-04","1","707106.781186548","10","10","1e+07","3","33343.m"
"XE","33351","333","1e-04","1","70710678.1186548","10","10","1e+07","1","33351.m"
"XE","33352","333","1e-04","1","70710678.1186548","10","10","1e+07","2","33352.m"
"XE","33353","333","1e-04","1","70710678.1186548","10","10","1e+07","3","33353.m"
"XE","33361","333","1e-04","1","-1","10","10","1e+07","1","33361.m"
"XE","33362","333","1e-04","1","-1","10","10","1e+07","2","33362.m"
"XE","33363","333","1e-04","1","-1","10","10","1e+07","3","33363.m"
"XE","33411","333","1e-04","0.25","0.707106781186548","10","10","1e+07","1","33411.m"
"XE","33412","333","1e-04","0.25","0.707106781186548","10","10","1e+07","2","33412.m"
"XE","33413","333","1e-04","0.25","0.707106781186548","10","10","1e+07","3","33413.m"
"XE","33421","333","1e-04","0.25","70.7106781186548","10","10","1e+07","1","33421.m"
"XE","33422","333","1e-04","0.25","70.7106781186548","10","10","1e+07","2","33422.m"
"XE","33423","333","1e-04","0.25","70.7106781186548","10","10","1e+07","3","33423.m"
"XE","33431","333","1e-04","0.25","7071.06781186548","10","10","1e+07","1","33431.m"
"XE","33432","333","1e-04","0.25","7071.06781186548","10","10","1e+07","2","33432.m"
"XE","33433","333","1e-04","0.25","7071.06781186548","10","10","1e+07","3","33433.m"
"XE","33441","333","1e-04","0.25","707106.781186548","10","10","1e+07","1","33441.m"
"XE","33442","333","1e-04","0.25","707106.781186548","10","10","1e+07","2","33442.m"
"XE","33443","333","1e-04","0.25","707106.781186548","10","10","1e+07","3","33443.m"
"XE","33451","333","1e-04","0.25","70710678.1186548","10","10","1e+07","1","33451.m"
"XE","33452","333","1e-04","0.25","70710678.1186548","10","10","1e+07","2","33452.m"
"XE","33453","333","1e-04","0.25","70710678.1186548","10","10","1e+07","3","33453.m"
"XE","33461","333","1e-04","0.25","-1","10","10","1e+07","1","33461.m"
"XE","33462","333","1e-04","0.25","-1","10","10","1e+07","2","33462.m"
"XE","33463","333","1e-04","0.25","-1","10","10","1e+07","3","33463.m"
"XE","33511","333","1e-04","0.75","0.707106781186548","10","10","1e+07","1","33511.m"
"XE","33512","333","1e-04","0.75","0.707106781186548","10","10","1e+07","2","33512.m"
"XE","33513","333","1e-04","0.75","0.707106781186548","10","10","1e+07","3","33513.m"
"XE","33521","333","1e-04","0.75","70.7106781186548","10","10","1e+07","1","33521.m"
"XE","33522","333","1e-04","0.75","70.7106781186548","10","10","1e+07","2","33522.m"
"XE","33523","333","1e-04","0.75","70.7106781186548","10","10","1e+07","3","33523.m"
"XE","33531","333","1e-04","0.75","7071.06781186548","10","10","1e+07","1","33531.m"
"XE","33532","333","1e-04","0.75","7071.06781186548","10","10","1e+07","2","33532.m"
"XE","33533","333","1e-04","0.75","7071.06781186548","10","10","1e+07","3","33533.m"
"XE","33541","333","1e-04","0.75","707106.781186548","10","10","1e+07","1","33541.m"
"XE","33542","333","1e-04","0.75","707106.781186548","10","10","1e+07","2","33542.m"
"XE","33543","333","1e-04","0.75","707106.781186548","10","10","1e+07","3","33543.m"
"XE","33551","333","1e-04","0.75","70710678.1186548","10","10","1e+07","1","33551.m"
"XE","33552","333","1e-04","0.75","70710678.1186548","10","10","1e+07","2","33552.m"
"XE","33553","333","1e-04","0.75","70710678.1186548","10","10","1e+07","3","33553.m"
"XE","33561","333","1e-04","0.75","-1","10","10","1e+07","1","33561.m"
"XE","33562","333","1e-04","0.75","-1","10","10","1e+07","2","33562.m"
"XE","33563","333","1e-04","0.75","-1","10","10","1e+07","3","33563.m"
